Dis No,Year,Seq,Disaster Group,DisasterSubgroup,Disaster Type,Disaster Subtype,value,Entry Criteria,Country,ISO,Region,Associated Dis,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,StartMonth,Start Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$)
2014-0080-SRB,2014,80,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Affected,Serbia,SRB,Southern Europe,,,Yes,,,?,,,,,2014,1,28,,,3000,,3000,,,
2014-0209-BEL,2014,209,Natural,Meteorological,Storm,Convective storm,1,SigDam,Belgium,BEL,Western Europe,,,,,,Kph,,,,,2014,6,8,,,,,,,,
2014-0404-BGR,2014,404,Natural,Meteorological,Storm,Convective storm,1,SigDam,Bulgaria,BGR,Eastern Europe,,,,,,Kph,,,,,2014,7,8,1,40,,,40,,73000,545000
2014-0368-BGR,2014,368,Natural,Hydrological,Flood,Riverine flood,1,Declar,Bulgaria,BGR,Eastern Europe,,,Yes,,7804,Km2,,,,Ropotamo riber,2014,9,4,3,,,,,,,10000
2014-0364-BGR,2014,364,Technological,Technological,Industrial accident,Explosion,1,--,Bulgaria,BGR,Eastern Europe,,No,No,,,m3,,,,,2014,10,2,15,,,,,,,
2014-0329-BIH,2014,329,Natural,Hydrological,Flood,Flash flood,1,Affected,Bosnia and Herzegovina,BIH,Southern Europe,,,,,,Km2,,,,,2014,9,14,,,,,,,,
2014-0306-BIH,2014,306,Natural,Hydrological,Flood,Riverine flood,1,Affected,Bosnia and Herzegovina,BIH,Southern Europe,,,Yes,,,Km2,,,,,2014,8,6,1,,600,,600,,,
2015-0023-ALB,2015,23,Natural,Hydrological,Flood,Riverine flood,1,Affected,Albania,ALB,Southern Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,"Vjosa, Devoll, Osum, Serman rivers",2015,2,1,,,42000,,42000,,,
2015-0038-ALB,2015,38,Natural,Hydrological,Flood,Riverine flood,1,Waiting,Albania,ALB,Southern Europe,,,,,,Km2,,,,,2015,1,31,,,,,,,,
2015-0542-ALB,2015,542,Natural,Hydrological,Flood,,1,Affected,Albania,ALB,Southern Europe,,,,,11410,Km2,41.287,19.966,,,2015,11,21,1,,300,,300,,,
2015-0376-AUT,2015,376,Technological,Technological,Transport accident,Road,1,Kill,Austria,AUT,Western Europe,,No,No,,,,,,,,2015,8,28,70,,,,,,,
2015-0410-BEL,2015,410,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,Belgium,BEL,Western Europe,,,,,,?,,,,,2015,6,30,410,,,,,,,
2015-0038-BGR,2015,38,Natural,Hydrological,Flood,Riverine flood,1,Waiting,Bulgaria,BGR,Eastern Europe,,,,,,Km2,,,,,2015,2,1,5,,,,,,,5800
2015-0465-BIH,2015,465,Natural,Hydrological,Flood,Flash flood,1,Affected,Bosnia and Herzegovina,BIH,Southern Europe,,,,,,Km2,,,,Una,2015,10,14,,,,,,,,
2016-0211-BEL,2016,211,Natural,Meteorological,Storm,Convective storm,1,SigDam,Belgium,BEL,Western Europe,Flood,,,,,Kph,,,,,2016,6,23,1,,,,,,,
2016-0420-ALB,2016,420,Natural,Hydrological,Flood,,1,Affected,Albania,ALB,Southern Europe,,,,,16543,Km2,42.254,19.446,,"Fierza, Koman, Vau i Dejes, Ulza, Shkopet, Drini, Mat, Vjosa, Elbasani, Berat, Gjirokastra, Vlora",2016,11,7,2,,4500,,4500,,,
2016-0179-AUT,2016,179,Natural,Hydrological,Flood,,1,Kill,Austria,AUT,Western Europe,,,,,,Km2,,,,,2016,6,1,,,,,,,,
2016-0179-BEL,2016,179,Natural,Hydrological,Flood,,1,Kill,Belgium,BEL,Western Europe,,,,,,Km2,,,,,2016,6,2,1,,,,,,,
2014-0388-FRA,2014,388,Natural,Meteorological,Storm,Convective storm,1,SigDam,France,FRA,Western Europe,Flood,,,,,Kph,,,,,2014,9,18,6,,,,,,145000,182000
2014-0458-ITA,2014,458,Natural,Meteorological,Storm,Convective storm,1,SigDam,Italy,ITA,Southern Europe,"Slide (land, mud, snow, rock)",,,,,Kph,,,,"Seveso, Lambro",2014,11,12,5,,,,,,,250000
2014-0448-ITA,2014,448,Natural,Hydrological,Flood,Flash flood,1,SigDam,Italy,ITA,Southern Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,,2014,10,8,1,,,,,,,303000
2014-0419-GRC,2014,419,Natural,Hydrological,Flood,Flash flood,1,Declar,Greece,GRC,Southern Europe,Storm,,Yes,,,Km2,,,,,2014,10,24,,,,,,,,
2014-0488-FRA,2014,488,Natural,Hydrological,Flood,Flash flood,1,Affected,France,FRA,Western Europe,Lightening,,,,123269,Km2,,,,,2014,11,29,5,,3000,,3000,,242000,303000
2014-0458-CHE,2014,458,Natural,Meteorological,Storm,Convective storm,1,SigDam,Switzerland,CHE,Western Europe,,,,,,Kph,,,,,2014,11,15,2,,,,,,,
2014-0209-DEU,2014,209,Natural,Meteorological,Storm,Convective storm,1,SigDam,Germany,DEU,Western Europe,,,,,,Kph,,,,,2014,6,8,6,,,,,,,
2014-0381-DEU,2014,381,Natural,Meteorological,Storm,Convective storm,1,SigDam,Germany,DEU,Western Europe,,,,,,Kph,,,,,2014,7,28,2,1,,,1,,190000,400000
2014-0229-DEU,2014,229,Technological,Technological,Transport accident,Road,1,Kill,Germany,DEU,Western Europe,,No,No,,,,,,,,2014,7,19,11,69,,,69,,,
2014-0451-ESP,2014,451,Technological,Technological,Transport accident,Road,1,Kill,Spain,ESP,Southern Europe,,No,No,,,,,,,,2014,11,8,14,28,,,28,,,
2014-0209-FRA,2014,209,Natural,Meteorological,Storm,Convective storm,1,SigDam,France,FRA,Western Europe,,,,,,Kph,,,,,2014,6,8,,,,,,,,
2014-0462-FRA,2014,462,Natural,Hydrological,Flood,Riverine flood,1,Waiting,France,FRA,Western Europe,,,,,39709,Km2,,,,,2014,11,13,5,,,,,,,
2014-0174-GRC,2014,174,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Greece,GRC,Southern Europe,,,,,7,Richter,40.2893,25.3889,11:25,,2014,5,24,3,2,75000,,75002,,,450000
2014-0380-GRC,2014,380,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,No,No,,,,,,,,2014,7,11,22,,,,,,,
2014-0563-GRC,2014,563,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,No,No,,,,,,,,2014,12,28,27,,,,,,,
2014-0329-HRV,2014,329,Natural,Hydrological,Flood,Flash flood,1,Affected,Croatia,HRV,Southern Europe,,,,,,Km2,,,,,2014,9,14,,,2000,,2000,,,
2014-0164-HRV,2014,164,Natural,Hydrological,Flood,Riverine flood,1,Declar,Croatia,HRV,Southern Europe,,,Yes,,,Km2,,,,,2014,5,15,3,,7116,,7116,,,
2014-0326-HUN,2014,326,Natural,Hydrological,Flood,Riverine flood,1,Affected,Hungary,HUN,Eastern Europe,,,,,,Km2,,,,"Drava, Lajta, Mura, Raba, Zala",2014,9,14,,,6500,,6500,,,
2014-0252-ITA,2014,252,Natural,Hydrological,Flood,Flash flood,1,Affected,Italy,ITA,Southern Europe,,,,,11256,Km2,,,,"Triponzio, Misa",2014,5,2,3,,8010,,8010,,,120000
2014-0230-ITA,2014,230,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2014,7,19,29,2,,,2,,,
2014-0379-ITA,2014,379,Technological,Technological,Transport accident,Water,1,--,Italy,ITA,Southern Europe,,No,No,,,,,,,,2014,7,2,75,,27,,27,,,
2014-0502-ITA,2014,502,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2014,12,28,31,,477,,477,,,
2014-0561-ITA,2014,561,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2014,8,23,28,,,,,,,
2014-0496-MKD,2014,496,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Affected,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,,,,,,?,,,,,2014,12,28,,,8800,,8800,,,
2015-0318-MKD,2015,318,Natural,Hydrological,Flood,Flash flood,1,Affected,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Storm,,,,5957,Km2,41.7575,21.19,,Pena river,2015,8,3,7,30,5000,,5030,,,87000
2015-0081-ITA,2015,81,Natural,Meteorological,Storm,Convective storm,1,SigDam,Italy,ITA,Southern Europe,Snow/ice,,,,200,Kph,,,,,2015,3,2,3,,,,,,276000,869000
2015-0465-ITA,2015,465,Natural,Hydrological,Flood,Flash flood,1,Affected,Italy,ITA,Southern Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,,2015,10,14,4,,50,,50,,,163000
2015-0525-GBR,2015,525,Natural,Meteorological,Storm,Convective storm,1,Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Flood,,,,,Kph,,,,,2015,12,4,3,,15600,,15600,,884000,1200000
2015-0525-IRL,2015,525,Natural,Meteorological,Storm,Convective storm,1,Affected,Ireland,IRL,Northern Europe,Flood,,,,,Kph,,,,,2015,12,6,1,,,,,,,
2015-0447-ESP,2015,447,Natural,Hydrological,Flood,Flash flood,1,Affected,Spain,ESP,Southern Europe,,,,,,Km2,,,,,2015,9,7,4,,150,,150,,,2000
2015-0532-ESP,2015,532,Natural,Hydrological,Flood,Flash flood,1,Waiting,Spain,ESP,Southern Europe,,,,,,Km2,,,,Sio river,2015,11,1,4,,,,,,,
2015-0019-ESP,2015,19,Technological,Technological,Transport accident,Air,1,Kill,Spain,ESP,Southern Europe,,No,No,,,,,,,,2015,1,27,11,9,,,9,,,
2015-0451-FRA,2015,451,Natural,Hydrological,Flood,Flash flood,1,Kill,France,FRA,Western Europe,,,,,2896,Km2,43.377,6.53,,,2015,10,3,20,,,,,,652000,924000
2015-0434-FRA,2015,434,Natural,Meteorological,Storm,Convective storm,1,Affected,France,FRA,Western Europe,,,,,130,Kph,,,,,2015,9,16,3,,750,,750,,,
2015-0410-FRA,2015,410,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,France,FRA,Western Europe,,,,,40,?,,,,,2015,6,29,3275,,,,,,,
2015-0463-FRA,2015,463,Technological,Technological,Transport accident,Road,1,Kill,France,FRA,Western Europe,,,,,,,,,,,2015,10,23,43,5,,,5,,,
2015-0501-FRA,2015,501,Technological,Technological,Transport accident,Rail,1,Kill,France,FRA,Western Europe,,,,,,,,,,,2015,11,14,11,42,,,42,,,
2015-0561-GBR,2015,561,Natural,Hydrological,Flood,Riverine flood,1,Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,Km2,,,,"Calder, Ribble, Nidd, Irwell, Ouse, Foss, Aire rivers",2015,12,26,,,48000,,48000,,1000000,1200000
2015-0474-GBR,2015,474,Technological,Technological,Transport accident,Air,1,Kill,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,No,No,,,,,,,,2015,8,24,11,,,,,,,
2015-0038-GRC,2015,38,Natural,Hydrological,Flood,Riverine flood,1,Waiting,Greece,GRC,Southern Europe,,,,,,Km2,,,,,2015,1,30,,,,,,,,
2015-0274-GRC,2015,274,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,No,No,,,,,,,,2015,7,7,18,,,,,,,
2015-0420-GRC,2015,420,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,No,No,,,,,,,,2015,9,13,34,,98,,98,,,
2015-0483-GRC,2015,483,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,,,,,,,,,,2015,10,29,22,,138,,138,,,
2015-0508-GRC,2015,508,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,No,No,,,,,,,,2015,11,16,11,,,,,,,
2015-0384-GRC,2015,384,Natural,Hydrological,Flood,,1,Affected,Greece,GRC,Southern Europe,,,,,151105,Km2,41.4571,26.6,,,2015,2,1,3,,500,,500,,,
2015-0465-HRV,2015,465,Natural,Hydrological,Flood,Flash flood,1,Affected,Croatia,HRV,Southern Europe,,,,,,Km2,,,,"Korona, Kupa, Vojlovica rivers",2015,10,14,,,1200,,1200,,,
2015-0532-ITA,2015,532,Natural,Hydrological,Flood,Flash flood,1,Waiting,Italy,ITA,Southern Europe,,,,,,Km2,,,,,2015,11,1,2,,,,,,,
2015-0598-ITA,2015,598,Natural,Hydrological,Flood,Flash flood,1,Affected,Italy,ITA,Southern Europe,,,Yes,,,Km2,,,,,2015,8,11,,,500,,500,,,111000
2015-0047-ITA,2015,47,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2015,2,8,329,,,,,,,
2015-0064-ITA,2015,64,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2015,3,4,50,,127,,127,,,
2015-0182-ITA,2015,182,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2015,5,5,40,,,,,,,
2015-0276-ITA,2015,276,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2015,7,11,12,,,,,,,
2015-0356-ITA,2015,356,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2015,8,13,60,,,,,,,
2015-0378-ITA,2015,378,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2015,8,26,55,,,,,,,
2015-0404-ITA,2015,404,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2015,9,3,31,,,,,,,
2015-0304-ITA,2015,304,Technological,Technological,Industrial accident,Explosion,1,Kill,Italy,ITA,Southern Europe,,No,No,,,m3,,,,,2015,7,24,10,,,,,,,
2015-0023-MKD,2015,23,Natural,Hydrological,Flood,Riverine flood,1,Affected,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,,,,,,Km2,,,,,2015,1,31,,,100000,,100000,,,
2015-0141-MKD,2015,141,Technological,Technological,Transport accident,Rail,1,Kill,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,,No,No,,,,,,,,2015,4,24,14,,,,,,,
2016-0282-MKD,2016,282,Natural,Hydrological,Flood,Flash flood,1,Kill,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,,2016,8,6,22,60,33522,,33582,,,50000
2016-0211-NLD,2016,211,Natural,Meteorological,Storm,Convective storm,1,SigDam,Netherlands (the),NLD,Western Europe,Hail,,,,,Kph,,,,,2016,6,23,,,,,,,527000,844000
2016-0461-HUN,2016,461,Natural,Hydrological,Flood,,1,Affected,Hungary,HUN,Eastern Europe,Hail,,,,,Km2,,,,,2016,6,21,,,2282,,2282,,,
2016-0179-FRA,2016,179,Natural,Hydrological,Flood,,1,Kill,France,FRA,Western Europe,Lightening,,,,,Km2,,,,"Seine, Loing, Yonne",2016,5,31,5,24,,,24,,1300000,2400000
2016-0044-DEU,2016,44,Technological,Technological,Transport accident,Rail,1,Kill,Germany,DEU,Western Europe,,,,,,,,,,,2016,2,9,12,89,,,89,,,
2016-0179-DEU,2016,179,Natural,Hydrological,Flood,,1,Kill,Germany,DEU,Western Europe,,,,,91555,Km2,48.407,10.22,,,2016,5,31,7,,,,,,830000,2000000
2016-0496-ESP,2016,496,Natural,Hydrological,Flood,Flash flood,1,Affected,Spain,ESP,Southern Europe,,,,,,Km2,,,,,2016,12,17,5,,150,,150,,,50000
2016-0082-ESP,2016,82,Technological,Technological,Transport accident,Road,1,Kill,Spain,ESP,Southern Europe,,,,,,,,,,,2016,3,20,13,34,,,34,,,
2016-0109-FRA,2016,109,Technological,Technological,Transport accident,Road,1,Kill,France,FRA,Western Europe,,,,,,,,,,,2016,3,24,12,,,,,,,
2016-0279-FRA,2016,279,Technological,Technological,Miscellaneous accident,Fire,1,Kill,France,FRA,Western Europe,,,,,,,,,,,2016,8,6,13,6,,,6,,,
2016-0006-GRC,2016,6,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,,,,,,,,,,2016,1,30,37,,75,,75,,,
2016-0008-GRC,2016,8,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,,,,,,,,,,2016,1,28,24,11,,,11,,,
2016-0025-GRC,2016,25,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,,,,,,,,,,2016,1,22,44,,26,,26,,,
2016-0202-GRC,2016,202,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,,,,,,,,,,2016,6,3,358,,,,,,,
2016-0334-GRC,2016,334,Natural,Hydrological,Flood,,1,Affected,Greece,GRC,Southern Europe,,,,,20422,Km2,37.418,22.292,,,2016,9,5,4,,200,,200,,,56000
2016-0313-ITA,2016,313,Natural,Geophysical,Earthquake,Ground movement,1,Kill,Italy,ITA,Southern Europe,,,Yes,,6,Richter,42.723,13.187,3:36,,2016,8,24,296,400,4454,,4854,,75000,5000000
2016-0357-ITA,2016,357,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Italy,ITA,Southern Europe,,,,,6,Richter,42.934,13.043,,,2016,10,26,1,24,3003,,3027,,,200000
2016-0358-ITA,2016,358,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Italy,ITA,Southern Europe,,,,,7,Richter,42.855,13.088,7:40,,2016,10,30,,20,22272,,22292,,,200000
2016-0453-ITA,2016,453,Natural,Hydrological,Flood,Riverine flood,1,Affected,Italy,ITA,Southern Europe,,,,,,Km2,,,,"Po, Tanaro, Bormida, Pellice and Dora Riparia rivers",2016,11,23,2,,400,,400,,,100000
2016-0258-ITA,2016,258,Technological,Technological,Transport accident,Rail,1,Kill,Italy,ITA,Southern Europe,,,,,,,,,,,2016,7,12,25,52,,,52,,,
2016-0335-MKD,2016,335,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,,,,,5,Richter,42.009,21.49,15:10,,2016,9,11,,100,,,100,,,10000
2016-0166-NOR,2016,166,Technological,Technological,Transport accident,Air,1,Kill,Norway,NOR,Northern Europe,,,,,,,,,,,2016,4,29,13,,,,,,,
2014-0359-SVN,2014,359,Natural,Hydrological,Flood,Riverine flood,1,Affected,Slovenia,SVN,Southern Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,"Krka, Sava",2014,9,13,3,,2550,,2550,,,
2014-0329-SRB,2014,329,Natural,Hydrological,Flood,Flash flood,1,Affected,Serbia,SRB,Southern Europe,"Slide (land, mud, snow, rock)",,Yes,,,Km2,,,,Danube,2014,9,15,4,,7000,,7000,,,
2014-0202-POL,2014,202,Technological,Technological,Transport accident,Air,1,--,Poland,POL,Eastern Europe,,No,No,,,,,,,,2014,7,5,11,1,,,1,,,
2014-0280-ROU,2014,280,Natural,Hydrological,Flood,Riverine flood,1,Affected,Romania,ROU,Eastern Europe,,,,,,Km2,,,,,2014,7,31,4,,,,,,,
2014-0193-RUS,2014,193,Natural,Hydrological,Flood,Riverine flood,1,Affected,Russian Federation (the),RUS,Eastern Europe,,,,,1829701,Km2,,,,,2014,5,29,6,2000,22545,,24545,,,8000
2014-0168-RUS,2014,168,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2014,5,31,16,2,,,2,,,
2014-0208-RUS,2014,208,Technological,Technological,Transport accident,Air,1,--,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2014,6,30,14,,,,,,,
2014-0170-RUS,2014,170,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2014,6,4,10,6,,,6,,,
2014-0489-RUS,2014,489,Technological,Technological,Transport accident,Water,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2014,12,1,53,,7,,7,,,
2014-0219-RUS,2014,219,Technological,Technological,Transport accident,Rail,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2014,7,15,21,100,,,100,,,
2014-0306-SRB,2014,306,Natural,Hydrological,Flood,Riverine flood,1,Affected,Serbia,SRB,Southern Europe,,,,,,Km2,,,,,2014,8,6,1,,,,,,,
2015-0586-UKR,2015,586,Technological,Technological,Industrial accident,Fire,1,Affected,Ukraine,UKR,Eastern Europe,Explosion,,,,,m3,,,,,2015,10,19,4,54,,3082,3136,,,
2015-0263-POL,2015,263,Natural,Meteorological,Storm,Convective storm,1,Affected,Poland,POL,Eastern Europe,,,,,100,Kph,,,,,2015,7,19,1,17,1200,,1217,,,
2015-0577-POL,2015,577,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Poland,POL,Eastern Europe,,,,,,?,,,,,2015,1,,77,,,,,,,
2015-0532-PRT,2015,532,Natural,Hydrological,Flood,Flash flood,1,Waiting,Portugal,PRT,Southern Europe,,,,,,Km2,,,,,2015,11,1,1,,,,,,,
2015-0495-ROU,2015,495,Technological,Technological,Miscellaneous accident,Fire,1,Kill,Romania,ROU,Eastern Europe,,,,,,,,,,,2015,10,30,56,166,,,166,,,
2015-0203-ROU,2015,203,Natural,Hydrological,Flood,,1,Affected,Romania,ROU,Eastern Europe,,,,,197785,Km2,46.8147,22.86,,,2015,5,27,1,,1500,,1500,,,
2015-0235-RUS,2015,235,Natural,Hydrological,Flood,Riverine flood,1,Affected,Russian Federation (the),RUS,Eastern Europe,,,Yes,,,Km2,,,,Kherota river,2015,6,25,1,,1500,,1500,,,
2015-0137-RUS,2015,137,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,Km2,,,,,2015,4,12,30,977,5000,,5977,,,136820
2015-0513-RUS,2015,513,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2015,11,26,15,10,,,10,,,
2015-0066-RUS,2015,66,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2015,2,4,10,6,,,6,,,
2015-0234-RUS,2015,234,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2015,6,24,16,11,,,11,,,
2015-0264-RUS,2015,264,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2015,7,22,11,28,,,28,,,
2015-0265-RUS,2015,265,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2015,7,21,11,,,,,,,
2015-0266-RUS,2015,266,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2015,7,10,11,,,,,,,
2015-0321-RUS,2015,321,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2015,8,5,16,56,,,56,,,
2015-0195-RUS,2015,195,Technological,Technological,Transport accident,Water,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,6:30,,2015,4,1,69,,63,,63,,,
2015-0241-RUS,2015,241,Technological,Technological,Miscellaneous accident,Collapse,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2015,7,12,23,,,,,,,
2015-0089-RUS,2015,89,Technological,Technological,Miscellaneous accident,Fire,1,Kill,Russian Federation (the),RUS,Eastern Europe,,No,No,,,,,,,,2015,3,11,17,55,,,55,,,
2015-0537-RUS,2015,537,Technological,Technological,Miscellaneous accident,Fire,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2015,12,13,23,24,,,24,,,
2015-0008-UKR,2015,8,Technological,Technological,Transport accident,Road,1,Kill,Ukraine,UKR,Eastern Europe,,No,No,,,,,,,,2015,1,5,13,17,,,17,,,
2015-0468-UKR,2015,468,Technological,Technological,Transport accident,Water,1,Kill,Ukraine,UKR,Eastern Europe,,No,No,,,,,,,,2015,10,17,16,18,,,18,,,
2015-0065-UKR,2015,65,Technological,Technological,Industrial accident,Explosion,1,Kill,Ukraine,UKR,Eastern Europe,,No,No,,,m3,,,,,2015,3,4,33,,,,,,,
2016-0227-RUS,2016,227,Natural,Hydrological,Flood,,1,Affected,Russian Federation (the),RUS,Eastern Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,,2016,6,4,,,8196,,8196,,,10000
2016-0427-UKR,2016,427,Natural,Hydrological,Flood,,1,Affected,Ukraine,UKR,Eastern Europe,Storm,,,,19889,Km2,47.256,31.348,,,2016,10,12,3,,200,,200,,,
2016-0179-POL,2016,179,Natural,Hydrological,Flood,,1,Kill,Poland,POL,Eastern Europe,Lightening,,,,,Km2,,,,,2016,5,28,2,3,,,3,,,
2016-0295-RUS,2016,295,Natural,Hydrological,Flood,,1,SigDis,Russian Federation (the),RUS,Eastern Europe,Lightening,,,,,Km2,,,,,2016,8,15,,,300,,300,,,
2016-0001-POL,2016,1,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Poland,POL,Eastern Europe,,,,,-20,?,,,,,2016,1,2,21,,,,,,,
2016-0285-PRT,2016,285,Natural,Climatological,Wildfire,Forest fire,1,Waiting,Portugal,PRT,Southern Europe,,,,,,Km2,,,,,2016,8,8,3,,699,462,1161,,,157000
2016-0426-ROU,2016,426,Natural,Hydrological,Flood,Riverine flood,1,Affected,Romania,ROU,Eastern Europe,,,,,57183,Km2,45.151,27.562,,"Geru, Suhu",2016,10,9,1,,300,,300,,,
2016-0179-ROU,2016,179,Natural,Hydrological,Flood,,1,Kill,Romania,ROU,Eastern Europe,,,,,,Km2,,,,,2016,6,2,2,,,,,,,
2016-0080-RUS,2016,80,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2016,3,19,62,,,,,,,
2016-0253-RUS,2016,253,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2016,7,1,10,,,,,,,
2016-0406-RUS,2016,406,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2016,10,22,19,,,,,,,
2016-0504-RUS,2016,504,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2016,12,25,92,,,,,,,
2016-0467-RUS,2016,467,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2016,12,4,11,21,,,21,,,
2016-0217-RUS,2016,217,Technological,Technological,Transport accident,Water,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2016,6,19,14,,36,,36,,,
2016-0064-RUS,2016,64,Technological,Technological,Industrial accident,Explosion,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,m3,,,,,2016,2,25,36,,,,,,,
2016-0157-RUS,2016,157,Technological,Technological,Industrial accident,Explosion,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,m3,,,,,2016,5,4,10,,,,,,,
2016-0314-RUS,2016,314,Technological,Technological,Industrial accident,Fire,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,m3,,,,,2016,8,27,16,,,,,,,
2016-0007-RUS,2016,7,Technological,Technological,Miscellaneous accident,Fire,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2016,1,31,11,,,,,,,
